Date;Tasa de política monetaria;Tipo de cambio Minorista;Suma de results.valor;cauciones;tasa de descuentos de cheques diferidos;;;tasa de prestamos personal
13/11/2023 00:00;133;367.93;;;;;;
14/11/2023 00:00;133;367.93;;;;;;
15/11/2023 00:00;133;370.51;;;;;;
16/11/2023 00:00;133;370.94;;;;;;
17/11/2023 00:00;133;371.55;;;;;;
21/11/2023 00:00;133;373.71;;;;;;
22/11/2023 00:00;133;374.33;;;;;;
23/11/2023 00:00;133;374.51;;;;;;
24/11/2023 00:00;133;375.38;;;;;;
27/11/2023 00:00;133;376.69;;;;;;
28/11/2023 00:00;133;377.55;;;;;;
29/11/2023 00:00;133;377.84;;;;;;
30/11/2023 00:00;133;378.37;12.8;;;;;
1/12/2023 00:00;133;379.18;;;;;;
4/12/2023 00:00;133;380.37;;;;;;
5/12/2023 00:00;133;381;;;;;;
6/12/2023 00:00;133;381.31;;;;;;
7/12/2023 00:00;133;390.97;;;;;;
11/12/2023 00:00;133;462.4;;;;;;
12/12/2023 00:00;133;587.57;;;;;;
13/12/2023 00:00;133;832.64;;;;;;
14/12/2023 00:00;133;837.91;;;;;;
15/12/2023 00:00;133;838.18;;;;;;
18/12/2023 00:00;100;840.23;;;;;;
19/12/2023 00:00;100;841.28;;;;;;
20/12/2023 00:00;100;841.46;;;;;;
21/12/2023 00:00;100;842.68;;;;;;
22/12/2023 00:00;100;843.78;;;;;;
26/12/2023 00:00;100;843.55;;;;;;
27/12/2023 00:00;100;843.51;;;;;;
28/12/2023 00:00;100;844.66;;;;;;
29/12/2023 00:00;100;847.11;;;;;;
31/12/2023 00:00;;;25.5;;;;;
2/1/2024 00:00;100;851.25;;;;;;
3/1/2024 00:00;100;852.69;;;;;;
4/1/2024 00:00;100;853.15;;;;;;
5/1/2024 00:00;100;852.99;;;;;;
8/1/2024 00:00;100;857.62;;;;;;
9/1/2024 00:00;100;859;;;;;;
10/1/2024 00:00;100;857.87;;;;;;
11/1/2024 00:00;100;860.49;;;;;;
12/1/2024 00:00;100;860.65;;;;;;
15/1/2024 00:00;100;863.62;;;;;;
16/1/2024 00:00;100;864.65;;;;;;
17/1/2024 00:00;100;865.65;;;;;;
18/1/2024 00:00;100;866.51;;;;;;
19/1/2024 00:00;100;868.8;;;;;;
22/1/2024 00:00;100;868.15;;;;;;
23/1/2024 00:00;100;869.92;;;;;;
24/1/2024 00:00;100;870.63;;;;;;
25/1/2024 00:00;100;870.05;;;;;;
26/1/2024 00:00;100;871.96;;;;;;
29/1/2024 00:00;100;873.5;;;;;;
30/1/2024 00:00;100;875.12;;;;;;
31/1/2024 00:00;100;872.89;20.6;;;;;
1/2/2024 00:00;100;871.93;;;;;;
2/2/2024 00:00;100;876.62;;;;;;
5/2/2024 00:00;100;876.88;;;;;;
6/2/2024 00:00;100;877.03;;;;;;
7/2/2024 00:00;100;878.13;;;;;;
8/2/2024 00:00;100;878.35;;;;;;
9/2/2024 00:00;100;877.34;;;;;;
14/2/2024 00:00;100;880.59;;;;;;
15/2/2024 00:00;100;880.57;;;;;;
16/2/2024 00:00;100;879.16;;;;;;
19/2/2024 00:00;100;882.04;;;;;;
20/2/2024 00:00;100;882.45;;;;;;
21/2/2024 00:00;100;882.79;;;;;;
22/2/2024 00:00;100;879.81;;;;;;
23/2/2024 00:00;100;883.65;;;;;;
26/2/2024 00:00;100;883.8;;;;;;
27/2/2024 00:00;100;884.03;;;;;;
28/2/2024 00:00;100;888.7;;;;;;
29/2/2024 00:00;100;887.5;13.2;;;;;
1/3/2024 00:00;100;885.88;;;;;;
4/3/2024 00:00;100;887.61;;;;;;
5/3/2024 00:00;100;892.34;;;;;;
6/3/2024 00:00;100;889.49;;;;;;
7/3/2024 00:00;100;891.28;;;;;;
8/3/2024 00:00;100;892;;;;;;
11/3/2024 00:00;100;894.34;;;;;;
12/3/2024 00:00;80;894.5;;;;;;
13/3/2024 00:00;80;894.95;;;;;;
14/3/2024 00:00;80;897.33;;;;;;
15/3/2024 00:00;80;895.15;;;;;;
18/3/2024 00:00;80;896.91;;;;;;
19/3/2024 00:00;80;898.48;;;;;;
20/3/2024 00:00;80;898.22;;;;;;
21/3/2024 00:00;80;897.86;;;;;;
22/3/2024 00:00;80;898.58;;;;;;
25/3/2024 00:00;80;900.42;;;;;;
26/3/2024 00:00;80;900.45;;;;;;
27/3/2024 00:00;80;901.63;;;;;;
31/3/2024 00:00;;;11;;;;;
3/4/2024 00:00;80;905.3;;;;;;
4/4/2024 00:00;80;899.79;;;;;;
5/4/2024 00:00;80;905.3;;;;;;
8/4/2024 00:00;80;908.79;;;;;;
9/4/2024 00:00;80;907.39;;;;;;
10/4/2024 00:00;80;907.61;;;;;;
11/4/2024 00:00;70;910.82;;;;;;
12/4/2024 00:00;70;913.27;;;;;;
15/4/2024 00:00;70;912.63;;;;;;
16/4/2024 00:00;70;912.61;;;;;;
17/4/2024 00:00;70;913.23;;;;;;
18/4/2024 00:00;70;910.3;;;;;;
19/4/2024 00:00;70;912.74;;;;;;
22/4/2024 00:00;70;915.8;;;;;;
23/4/2024 00:00;70;915.4;;;;;;
24/4/2024 00:00;70;915.35;;;;;;
25/4/2024 00:00;60;916.05;;;;;;
26/4/2024 00:00;60;918.36;;;;;;
29/4/2024 00:00;60;915.62;;;;;;
30/4/2024 00:00;60;920.57;8.8;;;;;
2/5/2024 00:00;50;918.05;;;;;;
3/5/2024 00:00;50;921.34;;;;;;
6/5/2024 00:00;50;923.56;;;;;;
7/5/2024 00:00;50;922.38;;;;;;
8/5/2024 00:00;50;923.05;;;;;;
9/5/2024 00:00;50;924.06;;;;;;
10/5/2024 00:00;50;922.24;;;;;;
13/5/2024 00:00;50;922.93;;;;;;
14/5/2024 00:00;40;926.01;;;;;;
15/5/2024 00:00;40;928.68;;;;;;
16/5/2024 00:00;40;928.45;;;;;;
17/5/2024 00:00;40;927.58;;;;;;
20/5/2024 00:00;40;927.13;;;;;;
21/5/2024 00:00;40;927.39;;;;;;
22/5/2024 00:00;40;929.52;;;;;;
23/5/2024 00:00;40;929.26;;;;;;
24/5/2024 00:00;40;931.78;;;;;;
27/5/2024 00:00;40;933.75;;;;;;
28/5/2024 00:00;40;933.13;;;;;;
29/5/2024 00:00;40;933.36;;;;;;
30/5/2024 00:00;40;934.62;;;;;;
31/5/2024 00:00;40;933.76;;;;;;
3/6/2024 00:00;40;937.66;;;;;;
4/6/2024 00:00;40;935.68;;;;;;
5/6/2024 00:00;40;938.14;;;;;;
6/6/2024 00:00;40;936.71;;;;;;
7/6/2024 00:00;40;939.07;;;;;;
10/6/2024 00:00;40;940.56;;;;;;
11/6/2024 00:00;40;938.37;;;;;;
12/6/2024 00:00;40;936.54;;;;;;
13/6/2024 00:00;40;941.61;;;;;;
